,tpid,tp_name,genename1,genename2,tp_moatype,tp_tcrd_tdl,gosemsinbp,gosemsincc,gosemsinmf,tp_keggpathways_no,tp_reactomepathways_no,tp_wikipathways_no,tp_associateddrugs_no,tp_associateddiseases_no,dcid,dc_name,dc_sourcetype,fdid,fd_name,md_name,maxphase
3054,TP00897,EGFR;PDCD1,EGFR,PDCD1,CET+CIT,Tclin+Tclin,0.266,0.424,1.0,1,0,1,19,5,DC00701,Cemiplimab;REGN7075,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
3055,TP00897,EGFR;PDCD1,EGFR,PDCD1,CET+CIT,Tclin+Tclin,0.266,0.424,1.0,1,0,1,19,5,DC01090,Etevritamab;Zeluvalimab,DrugComb,FD00017,Glioma,Glioma,Phase 1
3066,TP00897,EGFR;PDCD1,EGFR,PDCD1,CET+CIT,Tclin+Tclin,0.266,0.424,1.0,1,0,1,19,5,DC00751,Cetuximab;Pembrolizumab,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 2
3071,TP00898,EGFR;PIK3CA,EGFR,PIK3CA,CIT+CIT,Tclin+Tclin,0.518,0.597,0.649,37,11,21,10,3,DC01809,Pilaralisib;Tesevatinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3074,TP00898,EGFR;PIK3CA,EGFR,PIK3CA,CIT+CIT,Tclin+Tclin,0.518,0.597,0.649,37,11,21,10,3,DC00145,Alpelisib;Cetuximab,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1
3079,TP00898,EGFR;PIK3CA,EGFR,PIK3CA,CIT+CIT,Tclin+Tclin,0.518,0.597,0.649,37,11,21,10,3,DC00618,Buparlisib;Panitumumab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
3081,TP00899,EGFR;PIK3CB,EGFR,PIK3CB,CIT+CIT,Tchem+Tclin,0.472,0.646,0.6,37,4,17,4,2,DC01809,Pilaralisib;Tesevatinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3082,TP00899,EGFR;PIK3CB,EGFR,PIK3CB,CIT+CIT,Tchem+Tclin,0.472,0.646,0.6,37,4,17,4,2,DC00618,Buparlisib;Panitumumab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
3085,TP00900,EGFR;PIK3CD,EGFR,PIK3CD,CIT+CIT,Tclin+Tclin,0.456,0.591,0.593,37,3,19,8,3,DC01085,Erlotinib;Voxtalisib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3087,TP00900,EGFR;PIK3CD,EGFR,PIK3CD,CIT+CIT,Tclin+Tclin,0.456,0.591,0.593,37,3,19,8,3,DC00723,Cetuximab;Copanlisib,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1|Phase 2
3090,TP00900,EGFR;PIK3CD,EGFR,PIK3CD,CIT+CIT,Tclin+Tclin,0.456,0.591,0.593,37,3,19,8,3,DC00618,Buparlisib;Panitumumab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
3093,TP00901,EGFR;PIK3CG,EGFR,PIK3CG,CIT+CIT,Tclin+Tclin,0.452,0.586,0.682,3,0,8,4,2,DC01809,Pilaralisib;Tesevatinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3094,TP00901,EGFR;PIK3CG,EGFR,PIK3CG,CIT+CIT,Tclin+Tclin,0.452,0.586,0.682,3,0,8,4,2,DC00618,Buparlisib;Panitumumab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
3097,TP00902,EGFR;PPARG,EGFR,PPARG,CIT+CIT,Tclin+Tclin,0.491,0.532,0.585,1,0,2,1,1,DC00964,Efatutazone;Erlotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3098,TP00903,EGFR;PRKCB,EGFR,PRKCB,CIT+CIT,Tchem+Tclin,0.47,0.604,0.667,22,0,12,1,1,DC01021,Enzastaurin;Erlotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3099,TP00904,EGFR;PTK2,EGFR,PTK2,CET+CIT,Tclin+Tclin,0.621,0.628,0.742,11,3,16,1,1,DC00128,Alflutinib;Ifebemtinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3100,TP00905,EGFR;PTPN11,EGFR,PTPN11,CIT+CIT,Tchem+Tclin,0.495,0.557,0.531,7,4,6,2,1,DC00401,BBP398;Osimertinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3102,TP00906,EGFR;RAF1,EGFR,RAF1,CIT+CIT,Tclin+Tclin,0.578,0.593,0.758,40,0,27,2,2,DC01510,Naporafenib;Nazartinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3103,TP00906,EGFR;RAF1,EGFR,RAF1,CIT+CIT,Tclin+Tclin,0.578,0.593,0.758,40,0,27,2,2,DC00761,Cetuximab;Tovorafenib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
3104,TP00907,EGFR;RET,EGFR,RET,CIT+CIT,Tclin+Tclin,0.604,0.678,0.741,6,1,2,1,1,DC01636,Osimertinib;Selpercatinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
3105,TP00908,EGFR;RPS6KB1,EGFR,RPS6KB1,CIT+CIT,Tchem+Tclin,0.477,0.585,0.725,18,0,10,1,1,DC01052,Erlotinib;LY2584702,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3106,TP00909,EGFR;RXRA,EGFR,RXRA,CIT+CIT,Tclin+Tclin,0.438,0.533,0.566,7,0,3,3,1,DC00490,Bexarotene;Gefitinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3109,TP00910,EGFR;RXRB,EGFR,RXRB,CIT+CIT,Tclin+Tclin,0.406,0.494,0.489,5,0,2,3,1,DC00489,Bexarotene;Erlotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
3112,TP00911,EGFR;TACSTD2,EGFR,TACSTD2,CIT+CIT,Tclin+Tclin,0.274,0.655,1.0,0,0,1,2,1,DC01638,Osimertinib;SKB264,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
3114,TP00912,EGFR;TBL1X,EGFR,TBL1X,CIT+CIT,Tbio+Tclin,0.331,0.387,0.53,0,1,0,1,1,DC01639,Osimertinib;Tegavivint,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3115,TP00913,EGFR;TBL1Y,EGFR,TBL1Y,CIT+CIT,Tbio+Tclin,0.171,0.361,0.458,0,0,0,1,1,DC01639,Osimertinib;Tegavivint,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3116,TP00914,EGFR;TGFB1,EGFR,TGFB1,CET+CIT,Tbio+Tclin,0.603,0.651,0.538,9,0,10,2,1,DC00331,Aumolertinib;Retlirafusp Alfa,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3118,TP00915,EGFR;TLR8,EGFR,TLR8,CET+CIT,Tchem+Tclin,0.336,0.644,0.385,1,0,0,1,1,DC00743,Cetuximab;Motolimod,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1
3119,TP00916,EGFR;TLR9,EGFR,TLR9,CIT+CIT,Tclin+Tclin,0.435,0.753,0.416,1,0,0,2,2,DC00107,Agatolimod;Erlotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
3120,TP00916,EGFR;TLR9,EGFR,TLR9,CIT+CIT,Tclin+Tclin,0.435,0.753,0.416,1,0,0,2,2,DC00727,Cetuximab;EMD1201081,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 2
3121,TP00917,EGFR;TNFRSF10B,EGFR,TNFRSF10B,CIT+CIT,Tbio+Tclin,0.409,0.487,0.542,0,0,0,1,1,DC00797,Conatumumab;Panitumumab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
3122,TP00918,EGFR;TNFRSF9,EGFR,TNFRSF9,CET+CIT,Tbio+Tclin,0.232,0.444,0.536,0,0,0,2,3,DC00764,Cetuximab;Urelumab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
3123,TP00918,EGFR;TNFRSF9,EGFR,TNFRSF9,CET+CIT,Tbio+Tclin,0.232,0.444,0.536,0,0,0,2,3,DC00764,Cetuximab;Urelumab,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1
3124,TP00918,EGFR;TNFRSF9,EGFR,TNFRSF9,CET+CIT,Tbio+Tclin,0.232,0.444,0.536,0,0,0,2,3,DC02128,HLX35,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3125,TP00919,EGFR;VEGFA,EGFR,VEGFA,CET+CIT,Tclin+Tclin,0.572,0.629,0.506,18,1,13,10,6,DC00452,Bevacizumab;Lapatinib,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
3126,TP00919,EGFR;VEGFA,EGFR,VEGFA,CET+CIT,Tclin+Tclin,0.572,0.629,0.506,18,1,13,10,6,DC00452,Bevacizumab;Lapatinib,DrugComb,FD00013,Ependymoma,Other Cancer,Phase 2
3127,TP00919,EGFR;VEGFA,EGFR,VEGFA,CET+CIT,Tclin+Tclin,0.572,0.629,0.506,18,1,13,10,6,DC01503,MP0250;Osimertinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3131,TP00919,EGFR;VEGFA,EGFR,VEGFA,CET+CIT,Tclin+Tclin,0.572,0.629,0.506,18,1,13,10,6,DC00446,Bevacizumab;Erlotinib,DrugComb,FD00017,Glioma,Glioma,Phase 2
3132,TP00919,EGFR;VEGFA,EGFR,VEGFA,CET+CIT,Tclin+Tclin,0.572,0.629,0.506,18,1,13,10,6,DC00446,Bevacizumab;Erlotinib,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 2
3133,TP00919,EGFR;VEGFA,EGFR,VEGFA,CET+CIT,Tclin+Tclin,0.572,0.629,0.506,18,1,13,10,6,DC00446,Bevacizumab;Erlotinib,DrugComb,FD00022,Liver Cancer,Liver Cancer,Phase 2
3139,TP00920,ENG;PDCD1,ENG,PDCD1,CET+CIT,Tbio+Tclin,0.294,0.644,1.0,0,0,0,1,1,DC00676,Carotuximab;Nivolumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3140,TP00921,ENG;VEGFA,ENG,VEGFA,CET+CIT,Tbio+Tclin,0.555,0.614,0.6,0,0,1,1,3,DC00434,Bevacizumab;Carotuximab,DrugComb,FD00010,Choriocarcinoma,Other Cancer,Phase 2
3141,TP00921,ENG;VEGFA,ENG,VEGFA,CET+CIT,Tbio+Tclin,0.555,0.614,0.6,0,0,1,1,3,DC00434,Bevacizumab;Carotuximab,DrugComb,FD00017,Glioma,Glioma,Phase 2
3142,TP00921,ENG;VEGFA,ENG,VEGFA,CET+CIT,Tbio+Tclin,0.555,0.614,0.6,0,0,1,1,3,DC00434,Bevacizumab;Carotuximab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
3143,TP00922,ENTPD1;PDCD1,ENTPD1,PDCD1,CET+CET,Tchem+Tclin,0.18,0.705,1.0,0,0,1,2,2,DC00609,Budigalimab;TTX030,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
3144,TP00922,ENTPD1;PDCD1,ENTPD1,PDCD1,CET+CET,Tchem+Tclin,0.18,0.705,1.0,0,0,1,2,2,DC01751,Pembrolizumab;TTX030,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
3146,TP00923,ENTPD1;TGFBR2,ENTPD1,TGFBR2,CET+CIT,Tchem+Tchem,0.158,0.666,0.361,0,0,0,1,1,DC02100,ES014,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
3147,TP00924,EP300;PARP1,EP300,PARP1,CIT+CIT,Tchem+Tclin,0.486,0.843,0.614,0,0,1,1,1,DC01324,Inobrodib;Olaparib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3148,TP00925,EP300;PARP2,EP300,PARP2,CIT+CIT,Tchem+Tclin,0.329,0.721,0.529,0,0,0,1,1,DC01324,Inobrodib;Olaparib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3149,TP00926,EPAS1;KDR,EPAS1,KDR,CET+CIT,Tclin+Tclin,0.496,0.461,0.448,0,0,2,1,1,DC00419,Belzutifan;Lenvatinib,DrugComb,FD00020,Kidney Cancer,Kidney Cancer,Phase 3
3150,TP00927,EPHA2;PDCD1,EPHA2,PDCD1,CET+CIT,Tclin+Tclin,0.312,0.532,1.0,0,0,0,1,1,DC00601,BT5528;Nivolumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3151,TP00928,EPO;HDAC1,EPO,HDAC1,CET+CIT,Tbio+Tclin,0.442,0.365,0.455,1,0,1,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3152,TP00929,EPO;HDAC10,EPO,HDAC10,CET+CIT,Tbio+Tclin,0.266,0.381,0.429,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3153,TP00930,EPO;HDAC11,EPO,HDAC11,CET+CIT,Tbio+Tclin,0.157,0.328,0.497,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3154,TP00931,EPO;HDAC2,EPO,HDAC2,CET+CIT,Tbio+Tclin,0.503,0.323,0.464,1,0,1,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3155,TP00932,EPO;HDAC3,EPO,HDAC3,CET+CIT,Tbio+Tclin,0.404,0.347,0.513,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3156,TP00933,EPO;HDAC4,EPO,HDAC4,CET+CIT,Tbio+Tclin,0.452,0.357,0.44,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3157,TP00934,EPO;HDAC5,EPO,HDAC5,CET+CIT,Tbio+Tclin,0.352,0.365,0.488,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3158,TP00935,EPO;HDAC6,EPO,HDAC6,CET+CIT,Tbio+Tclin,0.37,0.38,0.533,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3159,TP00936,EPO;HDAC7,EPO,HDAC7,CET+CIT,Tbio+Tclin,0.286,0.386,0.475,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3160,TP00937,EPO;HDAC8,EPO,HDAC8,CET+CIT,Tbio+Tclin,0.218,0.359,0.512,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3161,TP00938,EPO;HDAC9,EPO,HDAC9,CET+CIT,Tbio+Tclin,0.332,0.346,0.462,0,0,0,1,1,DC01031,Epoetin Alfa;Panobinostat,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
3162,TP00939,ERBB2;ERBB3,ERBB2,ERBB3,CIT+CIT,Tclin+Tclin,0.704,0.78,0.86,7,0,4,3,7,DC00970,Elgemtumab;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1
3163,TP00939,ERBB2;ERBB3,ERBB2,ERBB3,CIT+CIT,Tclin+Tclin,0.704,0.78,0.86,7,0,4,3,7,DC00970,Elgemtumab;Trastuzumab,DrugComb,FD00041,Stomach Cancer,Stomach Cancer,Phase 1
3165,TP00939,ERBB2;ERBB3,ERBB2,ERBB3,CIT+CIT,Tclin+Tclin,0.704,0.78,0.86,7,0,4,3,7,DC02305,Zenocutuzumab,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 2
3166,TP00939,ERBB2;ERBB3,ERBB2,ERBB3,CIT+CIT,Tclin+Tclin,0.704,0.78,0.86,7,0,4,3,7,DC02305,Zenocutuzumab,BsAb,FD00035,Pancreatic Cancer,Pancreatic Cancer,Phase 2
3167,TP00939,ERBB2;ERBB3,ERBB2,ERBB3,CIT+CIT,Tclin+Tclin,0.704,0.78,0.86,7,0,4,3,7,DC02305,Zenocutuzumab,BsAb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
3169,TP00939,ERBB2;ERBB3,ERBB2,ERBB3,CIT+CIT,Tclin+Tclin,0.704,0.78,0.86,7,0,4,3,7,DC02193,MM111,BsAb,FD00014,Esophageal Cancer,Esophageal Cancer,Phase 2
3170,TP00939,ERBB2;ERBB3,ERBB2,ERBB3,CIT+CIT,Tclin+Tclin,0.704,0.78,0.86,7,0,4,3,7,DC02193,MM111,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
3172,TP00940,ERBB2;ESR1,ERBB2,ESR1,CIT+CIT,Tclin+Tclin,0.497,0.733,0.5,4,4,5,6,1,DC01186,Fulvestrant;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
3178,TP00941,ERBB2;ESR2,ERBB2,ESR2,CIT+CIT,Tclin+Tclin,0.467,0.429,0.496,3,3,3,6,1,DC01167,Fulvestrant;Neratinib;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
3184,TP00942,ERBB2;EZH1,ERBB2,EZH1,CIT+CIT,Tchem+Tclin,0.304,0.314,0.509,0,0,0,1,1,DC01972,Trastuzumab Deruxtecan;Valemetostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1
3185,TP00943,ERBB2;EZH2,ERBB2,EZH2,CIT+CIT,Tclin+Tclin,0.484,0.521,0.451,1,0,0,1,1,DC01972,Trastuzumab Deruxtecan;Valemetostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1
3186,TP00944,ERBB2;FGFR1,ERBB2,FGFR1,CIT+CIT,Tclin+Tclin,0.678,0.845,0.829,9,0,5,1,1,DC01786,Pemigatinib;Trastuzumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3187,TP00945,ERBB2;FGFR2,ERBB2,FGFR2,CIT+CIT,Tclin+Tclin,0.6,0.773,0.819,8,0,5,1,1,DC01786,Pemigatinib;Trastuzumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3188,TP00946,ERBB2;FGFR3,ERBB2,FGFR3,CIT+CIT,Tclin+Tclin,0.66,0.732,0.866,8,0,5,1,1,DC01786,Pemigatinib;Trastuzumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3189,TP00947,ERBB2;FLT1,ERBB2,FLT1,CET+CIT,Tclin+Tclin,0.685,0.705,0.851,5,0,2,1,1,DC01980,Trastuzumab;Vatalanib,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3190,TP00948,ERBB2;FLT4,ERBB2,FLT4,CET+CIT,Tclin+Tclin,0.678,0.762,0.869,6,0,2,1,1,DC01980,Trastuzumab;Vatalanib,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3191,TP00949,ERBB2;HDAC1,ERBB2,HDAC1,CIT+CIT,Tclin+Tclin,0.518,0.554,0.493,2,0,1,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3194,TP00950,ERBB2;HDAC10,ERBB2,HDAC10,CIT+CIT,Tclin+Tclin,0.283,0.517,0.499,0,0,0,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3197,TP00951,ERBB2;HDAC11,ERBB2,HDAC11,CIT+CIT,Tclin+Tclin,0.264,0.595,0.519,0,0,0,1,1,DC01673,Panobinostat;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3198,TP00952,ERBB2;HDAC2,ERBB2,HDAC2,CIT+CIT,Tclin+Tclin,0.48,0.539,0.513,2,0,1,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3201,TP00953,ERBB2;HDAC3,ERBB2,HDAC3,CIT+CIT,Tclin+Tclin,0.426,0.693,0.545,0,0,0,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3204,TP00954,ERBB2;HDAC4,ERBB2,HDAC4,CIT+CIT,Tclin+Tclin,0.479,0.56,0.516,1,0,0,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3207,TP00955,ERBB2;HDAC5,ERBB2,HDAC5,CIT+CIT,Tclin+Tclin,0.353,0.562,0.536,1,0,0,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3210,TP00956,ERBB2;HDAC6,ERBB2,HDAC6,CIT+CIT,Tclin+Tclin,0.423,0.588,0.556,0,0,0,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3213,TP00957,ERBB2;HDAC7,ERBB2,HDAC7,CIT+CIT,Tclin+Tclin,0.374,0.551,0.525,0,0,0,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3216,TP00958,ERBB2;HDAC8,ERBB2,HDAC8,CIT+CIT,Tclin+Tclin,0.237,0.684,0.525,0,0,0,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3219,TP00959,ERBB2;HDAC9,ERBB2,HDAC9,CIT+CIT,Tclin+Tclin,0.367,0.539,0.506,0,0,0,3,1,DC01386,Lapatinib;Vorinostat,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3222,TP00960,ERBB2;HSP90AA1,ERBB2,HSP90AA1,CIT+CIT,Tchem+Tclin,0.41,0.695,0.602,3,16,1,2,2,DC01851,Retaspimycin;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
3224,TP00960,ERBB2;HSP90AA1,ERBB2,HSP90AA1,CIT+CIT,Tchem+Tclin,0.41,0.695,0.602,3,16,1,2,2,DC01453,Luminespib;Trastuzumab,DrugComb,FD00041,Stomach Cancer,Stomach Cancer,Phase 2
3225,TP00961,ERBB2;HSP90AB1,ERBB2,HSP90AB1,CIT+CIT,Tchem+Tclin,0.46,0.696,0.599,3,0,1,2,2,DC01453,Luminespib;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3226,TP00961,ERBB2;HSP90AB1,ERBB2,HSP90AB1,CIT+CIT,Tchem+Tclin,0.46,0.696,0.599,3,0,1,2,2,DC01453,Luminespib;Trastuzumab,DrugComb,FD00041,Stomach Cancer,Stomach Cancer,Phase 2
3228,TP00962,ERBB2;IGF1,ERBB2,IGF1,CIT+CIT,Tbio+Tclin,0.568,0.467,0.534,10,0,5,1,1,DC00103,Afatinib;Xentuzumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3229,TP00963,ERBB2;IGF1R,ERBB2,IGF1R,CIT+CIT,Tclin+Tclin,0.59,0.734,0.809,11,0,7,1,1,DC01205,Ganitumab;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3230,TP00964,ERBB2;IGF2,ERBB2,IGF2,CIT+CIT,Tbio+Tclin,0.543,0.374,0.512,4,0,1,1,1,DC00103,Afatinib;Xentuzumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3231,TP00965,ERBB2;IL2RA,ERBB2,IL2RA,CET+CIT,Tclin+Tclin,0.392,0.542,0.588,2,1,1,1,1,DC00117,Aldesleukin;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
3232,TP00966,ERBB2;IL2RB,ERBB2,IL2RB,CET+CIT,Tclin+Tclin,0.381,0.751,0.606,2,1,1,1,1,DC00117,Aldesleukin;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
3233,TP00967,ERBB2;IL2RG,ERBB2,IL2RG,CIT+CIT,Tclin+Tclin,0.402,0.79,0.617,2,1,1,1,1,DC00117,Aldesleukin;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
3234,TP00968,ERBB2;IL6R,ERBB2,IL6R,CET+CIT,Tclin+Tclin,0.487,0.666,0.637,4,0,2,1,1,DC01796,Pertuzumab;Tocilizumab;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1
3235,TP00969,ERBB2;ITGAV,ERBB2,ITGAV,CIT+CIT,Tchem+Tclin,0.472,0.65,0.592,4,0,2,1,1,DC00092,Afatinib;Intetumumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3236,TP00970,ERBB2;ITGB3,ERBB2,ITGB3,CIT+CIT,Tclin+Tclin,0.514,0.651,0.635,4,0,1,1,1,DC00092,Afatinib;Intetumumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3237,TP00971,ERBB2;JAK1,ERBB2,JAK1,CIT+CIT,Tclin+Tclin,0.56,0.677,0.772,4,1,6,2,2,DC00098,Afatinib;Ruxolitinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3238,TP00971,ERBB2;JAK1,ERBB2,JAK1,CIT+CIT,Tclin+Tclin,0.56,0.677,0.772,4,1,6,2,2,DC01885,Ruxolitinib;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3239,TP00972,ERBB2;JAK2,ERBB2,JAK2,CIT+CIT,Tclin+Tclin,0.559,0.662,0.756,3,1,6,2,2,DC00098,Afatinib;Ruxolitinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
3240,TP00972,ERBB2;JAK2,ERBB2,JAK2,CIT+CIT,Tclin+Tclin,0.559,0.662,0.756,3,1,6,2,2,DC01885,Ruxolitinib;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3241,TP00973,ERBB2;KDR,ERBB2,KDR,CET+CIT,Tclin+Tclin,0.621,0.769,0.848,6,0,3,2,1,DC01148,Foretinib;Lapatinib,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
3243,TP00974,ERBB2;KRAS,ERBB2,KRAS,CIT+CIT,Tclin+Tclin,0.493,0.646,0.509,16,0,15,3,1,DC01923,Sotorasib;Tarloxotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
3246,TP00975,ERBB2;MAP2K1,ERBB2,MAP2K1,CIT+CIT,Tclin+Tclin,0.625,0.715,0.742,18,0,14,3,2,DC01384,Lapatinib;Trametinib,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
3247,TP00975,ERBB2;MAP2K1,ERBB2,MAP2K1,CIT+CIT,Tclin+Tclin,0.625,0.715,0.742,18,0,14,3,2,DC00099,Afatinib;Selumetinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
