dcid	dc_name	dc_sourcetype	fdid	fd_name	md_name	maxphase
DC01361	Itacitinib;Pembrolizumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC01361	Itacitinib;Pembrolizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC01361	Itacitinib;Pembrolizumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1
DC01361	Itacitinib;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01361	Itacitinib;Pembrolizumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC01361	Itacitinib;Pembrolizumab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC01361	Itacitinib;Pembrolizumab	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
DC01362	Itacitinib;Ruxolitinib	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 2
DC01363	Ixazomib;Lenalidomide	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 2
DC01364	Ixazomib;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC01365	Ixazomib;Selinexor	DrugComb	FD00040	Soft Tissue Sarcoma	Other Cancer	Phase 1
DC01366	Izalontamab;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2|Phase 3
DC01367	Izalontamab;SI-B003	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC01367	Izalontamab;SI-B003	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01368	Izuralimab;Pavunalimab	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC01369	JAB21822;JAB3312	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC01369	JAB21822;JAB3312	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01369	JAB21822;JAB3312	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC01370	JAB3068;Toripalimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01371	JNJ64264681;Safimaltib	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC01372	KBA1412;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01373	KD6001;Toripalimab	DrugComb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC01374	KHK2455;Mogamulizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01375	KTN3379;Vemurafenib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC01376	KVA12123;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01377	Lacnotuzumab;Spartalizumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC01377	Lacnotuzumab;Spartalizumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC01377	Lacnotuzumab;Spartalizumab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1|Phase 2
DC01377	Lacnotuzumab;Spartalizumab	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC01378	Ladarixin;Sotorasib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01379	Ladiratuzumab Vedotin;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01380	Lapatinib;Letrozole	DrugComb	FD00007	Breast Cancer	Breast Cancer	Approval
DC01381	Lapatinib;MK2206;Trastuzumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC01382	Lapatinib;Pazopanib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC01382	Lapatinib;Pazopanib	DrugComb	FD00017	Glioma	Glioma	Phase 2
DC01382	Lapatinib;Pazopanib	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1
DC01383	Lapatinib;Sirolimus	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01384	Lapatinib;Trametinib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC01385	Lapatinib;Trastuzumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 3
DC01385	Lapatinib;Trastuzumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC01386	Lapatinib;Vorinostat	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC01387	Lazertinib;Tepotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01388	LBL007;Tislelizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC01388	LBL007;Tislelizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01389	LCL161;Spartalizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01390	Lemzoparlimab;Pembrolizumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01390	Lemzoparlimab;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01391	Lemzoparlimab;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01391	Lemzoparlimab;Rituximab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01392	Lemzoparlimab;Toripalimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC01393	Lenalidomide;lintuzumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01394	Lenalidomide;Loncastuximab Tesirine	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01395	Lenalidomide;Modakafusp Alfa	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01396	Lenalidomide;Obinutuzumab	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC01396	Lenalidomide;Obinutuzumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 2
DC01397	Lenalidomide;Obinutuzumab;Venetoclax	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC01398	Lenalidomide;Ofatumumab	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC01398	Lenalidomide;Ofatumumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 2
DC01399	Lenalidomide;Panobinostat	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01400	Lenalidomide;Rituximab	DrugComb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 2
DC01400	Lenalidomide;Rituximab	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC01400	Lenalidomide;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Approval
DC01401	Lenalidomide;Rituximab;Tafasitamab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 3
DC01402	Lenalidomide;Rituximab;Venetoclax	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01403	Lenalidomide;Romidepsin	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1|Phase 2
DC01404	Lenalidomide;Sorafenib	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC01404	Lenalidomide;Sorafenib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01405	Lenalidomide;Spebrutinib	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC01405	Lenalidomide;Spebrutinib	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01406	Lenalidomide;Sunitinib	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1|Phase 2
DC01407	Lenalidomide;Tafasitamab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Approval
DC01408	Lenalidomide;Teclistamab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 3
DC01409	Lenalidomide;Temsirolimus	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01410	Lenalidomide;Tocilizumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC01411	Lenalidomide;Tocilizumab;Vanucizumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC01412	Lenalidomide;Tretinoin	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01413	Lenalidomide;Ublituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01414	Lenalidomide;Vanucizumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC01415	Lenalidomide;Vedolizumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01416	Lenalidomide;Vorinostat	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01417	Lenalidomide;Xentuzumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01418	Lenalidomide;Zanubrutinib	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 3
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 2
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Approval
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 2
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00026	Melanoma	Melanoma	Approval
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Approval
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Approval
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 2
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Approval
DC01419	Lenvatinib;Pembrolizumab	DrugComb	FD00043	Vulvar Cancer	Other Cancer	Phase 2
DC01420	Lenvatinib;Pucotenlimab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 2
DC01421	Lenvatinib;Sintilimab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC01422	Lenvatinib;Tislelizumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC01422	Lenvatinib;Tislelizumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 2
DC01422	Lenvatinib;Tislelizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 2
DC01423	Lenvatinib;Toripalimab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 3
DC01424	Lerociclib;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01425	Letaplimab;Sintilimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01426	Letrozole;Nintedanib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC01427	Letrozole;Palbociclib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Approval
DC01427	Letrozole;Palbociclib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC01428	Letrozole;Palbociclib;Tucatinib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC01429	Letrozole;Palbociclib;Venetoclax	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC01430	Letrozole;Patritumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC01431	Letrozole;Pictilisib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC01432	Letrozole;Pilaralisib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC01433	Letrozole;Ribociclib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 3
DC01434	Letrozole;Sontuzumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC01435	Letrozole;Teprotumumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC01436	Letrozole;Trastuzumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC01437	Letrozole;Vatalanib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC01438	Letrozole;XZP3287	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 3
DC01439	LHC165;Spartalizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01440	Lifirafenib;Mirdametinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01441	Linrodostat;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC01441	Linrodostat;Nivolumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC01441	Linrodostat;Nivolumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01442	Lirilumab;Rituximab	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC01443	Lisaftoclax;Palbociclib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC01444	Lodapolimab;Merestinib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC01444	Lodapolimab;Merestinib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC01444	Lodapolimab;Merestinib	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
DC01445	Lodapolimab;Prexasertib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01446	Lodapolimab;Ramucirumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC01446	Lodapolimab;Ramucirumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC01446	Lodapolimab;Ramucirumab	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
DC01447	Loncastuximab Tesirine;Polatuzumab Vedotin	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01448	Loncastuximab Tesirine;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 3
DC01449	Loncastuximab Tesirine;Umbralisib	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01450	Lorigerlimab;Vobramitamab Duocarmazine	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1
DC01450	Lorigerlimab;Vobramitamab Duocarmazine	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC01450	Lorigerlimab;Vobramitamab Duocarmazine	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01450	Lorigerlimab;Vobramitamab Duocarmazine	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC01450	Lorigerlimab;Vobramitamab Duocarmazine	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01450	Lorigerlimab;Vobramitamab Duocarmazine	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC01450	Lorigerlimab;Vobramitamab Duocarmazine	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
DC01450	Lorigerlimab;Vobramitamab Duocarmazine	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1
DC01451	Lorlatinib;Ramucirumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01452	Lucitanib;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01453	Luminespib;Trastuzumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC01453	Luminespib;Trastuzumab	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC01454	LY2510924;Sunitinib	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC01455	LY2874455;Merestinib	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC01456	LY3022855;Tremelimumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01457	LY3200882;Lodapolimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01458	LY3295668;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01459	LY3321367;Lodapolimab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC01459	LY3321367;Lodapolimab	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC01459	LY3321367;Lodapolimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01459	LY3321367;Lodapolimab	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
DC01460	LY3381916;Lodapolimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01461	LY3475070;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01462	LY3537982;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC01463	Magrolimab;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC01464	Mapatumumab;Sorafenib	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC01465	Marizomib;Panobinostat	DrugComb	FD00017	Glioma	Glioma	Phase 1
DC01466	Marizomib;Vorinostat	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01467	Mavelertinib;Palbociclib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01468	Mavorixafor;Toripalimab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC01469	MAX40279;Toripalimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01470	MCLA129;Osimertinib	DrugComb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1|Phase 2
DC01470	MCLA129;Osimertinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC01470	MCLA129;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01470	MCLA129;Osimertinib	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1|Phase 2
DC01471	Merestinib;Ramucirumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC01471	Merestinib;Ramucirumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01472	Mifcemalimab;Toripalimab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01472	Mifcemalimab;Toripalimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01473	MIK665;VOB560	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC01473	MIK665;VOB560	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01474	Mirdametinib;Palbociclib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01475	Mirvetuximab Soravtansine;Pembrolizumab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1|Phase 2
DC01476	Mivavotinib;Nivolumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC01476	Mivavotinib;Nivolumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC01476	Mivavotinib;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01477	Mivavotinib;Serabelisib	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1
DC01478	Mivavotinib;Venetoclax	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC01479	MK0482;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01480	MK0752;Ridaforolimus	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01481	MK1248;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01482	MK1484;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01483	MK1966;SD101	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01484	MK2206;Ridaforolimus	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01485	MK2206;Selumetinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01485	MK2206;Selumetinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01486	MK4166;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01487	MK4621;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01488	MK4830;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01489	MK7162;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01490	MK8353;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01491	MK8353;Selumetinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01492	MM151;Seribantumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC01492	MM151;Seribantumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC01492	MM151;Seribantumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01493	MM151;Talquetamab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC01493	MM151;Talquetamab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC01493	MM151;Talquetamab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01494	MM151;Trametinib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC01494	MM151;Trametinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC01494	MM151;Trametinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01495	Mocetinostat;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01496	Modakafusp Alfa;Pembrolizumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC01497	Modakafusp Alfa;Pomalidomide	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC01498	Mogamulizumab;Nivolumab	DrugComb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1
DC01498	Mogamulizumab;Nivolumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC01498	Mogamulizumab;Nivolumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1
DC01498	Mogamulizumab;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01498	Mogamulizumab;Nivolumab	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1
DC01499	Mogamulizumab;Utomilumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01500	Momelotinib;Trametinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01501	Motesanib;Panitumumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01502	Motolimod;Nivolumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC01503	MP0250;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01504	MRX2843;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01505	MT8421;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01506	MTL501;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01507	Mupadolimab;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01508	Nanrilkefusp Alfa;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01509	Napabucasin;Pembrolizumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC01510	Naporafenib;Nazartinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01511	Naporafenib;Ribociclib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01511	Naporafenib;Ribociclib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC01512	Naporafenib;Rineterkib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01512	Naporafenib;Rineterkib	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC01513	Naporafenib;Trametinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01513	Naporafenib;Trametinib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC01514	Naratuximab Emtansine;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 2
DC01515	Navarixin;Pembrolizumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC01515	Navarixin;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01515	Navarixin;Pembrolizumab	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 2
DC01516	Navitoclax;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01517	Navitoclax;Rituximab	DrugComb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1
DC01517	Navitoclax;Rituximab	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC01518	Navitoclax;Ruxolitinib	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 2
DC01518	Navitoclax;Ruxolitinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC01519	Navtemadlin;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01520	Navtemadlin;Ruxolitinib	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1|Phase 2
DC01521	Navtemadlin;TL895	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1|Phase 2
DC01521	Navtemadlin;TL895	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC01521	Navtemadlin;TL895	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1|Phase 2
DC01522	Navtemadlin;Trametinib	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC01523	Nazartinib;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01524	Nazartinib;Ribociclib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01525	Nazartinib;Spartalizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01526	Nazartinib;Trametinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC01527	NC318;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC01528	NC410;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC01529	NDI101150;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
